#--- Experiment --------------------------------------------------------------------------
#bap_smelt5_rep4_08jun2023
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#DESKTOP-O4BG9M2
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 [A] FSO2-C4 SN:247475085D64A6AC Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - Oxygen Sensor - SD7-543-215 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	30% (D)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	0	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	27.250000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	2023-06-08	2001-01-01	22.870667	54.300000	0.804000	0.122000	4000	-0.056000	0.969000	0.577000	0.000000	-0.000303	0.000000	0.000000	fixed f	1016.797974	17.014336	100.000000	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	Oxygen (mg/L) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Sample Temp. (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]	Date [A Ch.1 CompP]	Time [A Ch.1 CompP]	 dt (s) [A Ch.1 CompP]	Pressure (mbar) [A Ch.1 CompP]	Status [A Ch.1 CompP]
08-06-2023	14:20:12.057	12.379	8.322	22.452	918	-1	OK	08-06-2023	14:20:12.057	12.379	17.799	OK	08-06-2023	14:20:12.057	12.379	1019	OK
08-06-2023	14:21:11.952	72.274	8.319	22.457	918	0	OK	08-06-2023	14:21:11.952	72.274	17.797	OK	08-06-2023	14:21:11.952	72.274	1019	OK
08-06-2023	14:22:12.094	132.415	8.318	22.457	918	0	OK	08-06-2023	14:22:12.094	132.415	17.800	OK	08-06-2023	14:22:12.094	132.415	1019	OK
08-06-2023	14:23:11.979	192.301	8.324	22.449	918	0	OK	08-06-2023	14:23:11.979	192.301	17.801	OK	08-06-2023	14:23:11.979	192.301	1019	OK
08-06-2023	14:24:12.236	252.558	8.323	22.449	918	0	OK	08-06-2023	14:24:12.236	252.558	17.802	OK	08-06-2023	14:24:12.236	252.558	1019	OK
08-06-2023	14:25:11.867	312.189	8.320	22.454	918	0	OK	08-06-2023	14:25:11.867	312.189	17.803	OK	08-06-2023	14:25:11.867	312.189	1019	OK
08-06-2023	14:26:12.238	372.560	8.314	22.461	918	0	OK	08-06-2023	14:26:12.238	372.560	17.805	OK	08-06-2023	14:26:12.238	372.560	1019	OK
08-06-2023	14:27:11.879	432.201	8.317	22.457	918	0	OK	08-06-2023	14:27:11.879	432.201	17.805	OK	08-06-2023	14:27:11.879	432.201	1019	OK
08-06-2023	14:28:11.986	492.308	8.322	22.450	918	0	OK	08-06-2023	14:28:11.986	492.308	17.806	OK	08-06-2023	14:28:11.986	492.308	1019	OK
08-06-2023	14:29:11.877	552.199	8.316	22.457	918	0	OK	08-06-2023	14:29:11.877	552.199	17.809	OK	08-06-2023	14:29:11.877	552.199	1019	OK
08-06-2023	14:30:12.094	612.416	8.317	22.454	918	0	OK	08-06-2023	14:30:12.094	612.416	17.815	OK	08-06-2023	14:30:12.094	612.416	1019	OK
08-06-2023	14:31:11.880	672.201	8.316	22.455	918	0	OK	08-06-2023	14:31:11.880	672.201	17.816	OK	08-06-2023	14:31:11.880	672.201	1019	OK
08-06-2023	14:32:11.986	732.307	8.317	22.454	918	0	OK	08-06-2023	14:32:11.986	732.307	17.814	OK	08-06-2023	14:32:11.986	732.307	1019	OK
08-06-2023	14:33:11.986	792.308	8.305	22.469	918	0	OK	08-06-2023	14:33:11.986	792.308	17.819	OK	08-06-2023	14:33:11.986	792.308	1019	OK
08-06-2023	14:34:11.984	852.306	8.311	22.459	919	0	OK	08-06-2023	14:34:11.984	852.306	17.823	OK	08-06-2023	14:34:11.984	852.306	1019	OK
