#--- Experiment --------------------------------------------------------------------------
#bap_smelt5_rep5_08jun2023
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#DESKTOP-O4BG9M2
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 [A] FSO2-C4 SN:247475085D64A6AC Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.1] - Oxygen Sensor - SD7-543-215 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	30% (D)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	0	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	27.250000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	2023-06-08	2001-01-01	22.870667	54.300000	0.804000	0.122000	4000	-0.056000	0.969000	0.577000	0.000000	-0.000303	0.000000	0.000000	fixed f	1016.797974	17.014336	100.000000	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.1 Main]	Time [A Ch.1 Main]	 dt (s) [A Ch.1 Main]	Oxygen (mg/L) [A Ch.1 Main]	dphi (°) [A Ch.1 Main]	Signal Intensity (mV) [A Ch.1 Main]	Ambient Light (mV) [A Ch.1 Main]	Status [A Ch.1 Main]	Date [A Ch.1 CompT]	Time [A Ch.1 CompT]	 dt (s) [A Ch.1 CompT]	Sample Temp. (°C) [A Ch.1 CompT]	Status [A Ch.1 CompT]	Date [A Ch.1 CompP]	Time [A Ch.1 CompP]	 dt (s) [A Ch.1 CompP]	Pressure (mbar) [A Ch.1 CompP]	Status [A Ch.1 CompP]
08-06-2023	16:11:12.510	3.055	8.114	22.689	932	0	OK	08-06-2023	16:11:12.510	3.055	17.986	OK	08-06-2023	16:11:12.510	3.055	1020	OK
08-06-2023	16:12:12.659	63.204	8.112	22.692	932	0	OK	08-06-2023	16:12:12.659	63.204	17.986	OK	08-06-2023	16:12:12.659	63.204	1020	OK
08-06-2023	16:13:12.423	122.968	8.106	22.699	932	0	OK	08-06-2023	16:13:12.423	122.968	17.991	OK	08-06-2023	16:13:12.423	122.968	1020	OK
08-06-2023	16:14:12.625	183.170	8.105	22.700	932	0	OK	08-06-2023	16:14:12.625	183.170	17.993	OK	08-06-2023	16:14:12.625	183.170	1020	OK
08-06-2023	16:15:12.411	242.956	8.102	22.705	932	0	OK	08-06-2023	16:15:12.411	242.956	17.990	OK	08-06-2023	16:15:12.411	242.956	1020	OK
08-06-2023	16:16:12.625	303.171	8.102	22.704	933	0	OK	08-06-2023	16:16:12.625	303.171	17.992	OK	08-06-2023	16:16:12.625	303.171	1020	OK
08-06-2023	16:17:12.625	363.171	8.103	22.702	933	0	OK	08-06-2023	16:17:12.625	363.171	17.996	OK	08-06-2023	16:17:12.625	363.171	1020	OK
08-06-2023	16:18:12.410	422.955	8.099	22.708	932	-1	OK	08-06-2023	16:18:12.410	422.955	17.996	OK	08-06-2023	16:18:12.410	422.955	1020	OK
08-06-2023	16:19:12.623	483.168	8.098	22.709	933	0	OK	08-06-2023	16:19:12.623	483.168	17.998	OK	08-06-2023	16:19:12.623	483.168	1020	OK
08-06-2023	16:20:12.517	543.063	8.095	22.713	933	0	OK	08-06-2023	16:20:12.517	543.063	17.999	OK	08-06-2023	16:20:12.517	543.063	1020	OK
08-06-2023	16:21:12.411	602.957	8.100	22.705	933	0	OK	08-06-2023	16:21:12.411	602.957	18.000	OK	08-06-2023	16:21:12.411	602.957	1020	OK
08-06-2023	16:22:12.518	663.063	8.093	22.714	933	0	OK	08-06-2023	16:22:12.518	663.063	18.003	OK	08-06-2023	16:22:12.518	663.063	1020	OK
08-06-2023	16:23:12.413	722.958	8.091	22.717	933	0	OK	08-06-2023	16:23:12.413	722.958	18.004	OK	08-06-2023	16:23:12.413	722.958	1020	OK
08-06-2023	16:24:12.518	783.063	8.097	22.707	933	0	OK	08-06-2023	16:24:12.518	783.063	18.005	OK	08-06-2023	16:24:12.518	783.063	1020	OK
08-06-2023	16:25:12.628	843.173	8.095	22.710	933	0	OK	08-06-2023	16:25:12.628	843.173	18.006	OK	08-06-2023	16:25:12.628	843.173	1020	OK
